"","X","date","restaurant","location","score","lon","lat"
"916",916,2017-08-21,"Lil Frankie's","New York, NY",8.5,-73.9884794,40.7236464
"917",917,2017-08-17,"Oath Pizza - Nantucket","Nantucket, MA",9.3,-70.0944579,41.284708
"918",918,2017-08-11,"Speedy Romeo","New York, NY",8.3,-73.96,40.6875
"919",919,2017-08-10,"Tavola","New York, NY",6.3,-73.9945165,40.7554026
"920",920,2017-08-09,"Sacco Pizza","New York, NY",8.1,-73.987249,40.766272
"921",921,2017-08-08,"New Park Pizza","Howard Beach, NY",7.8,-73.8403931,40.6627388
"922",922,2017-08-07,"Pies on Wheels","Saratoga Springs, NY",6.5,-73.5082343,40.6718206
"923",923,2017-08-04,"Nove Italian Restaurant","Gansevoort, NY",8.6,-73.7698837,43.1359125
"924",924,2017-08-01,"Song E Napule","New York, NY",7.7,-74.0018494,40.7281815
"925",925,2017-07-31,"La Vera Pizzeria & Restauran...","New York, NY",6.2,-120.438548,34.9510481
"926",926,2017-07-27,"Manhattan Brick Oven Pizza","New York, NY",7.9,-73.978312,40.745077
"927",927,2017-07-26,"Ben's Pizzeria","New York, NY",5.4,-74.000324,40.730392
"928",928,2017-07-25,"Emily - West Village","New York, NY",7.2,-74.0038588,40.7293737
"929",929,2017-07-24,"Numero 28 Pizzeria - West Vi...","New York, NY",8.2,-74.0027979,40.7301133
"930",930,2017-07-20,"310 Bowery Bar","New York, NY",8.1,-73.9926128,40.724951
"931",931,2017-07-18,"Rubirosa","New York, NY",8.1,-73.9962025,40.7227471
"932",932,2017-07-17,"Alphonso's Pizzeria & Tratto...","New York, NY",6.2,-73.900771,40.930849
"933",933,2017-07-13,"Rizzo's Fine Pizza","New York, NY",8.6,-73.9150778,40.7633694
"934",934,2017-07-12,"WILD","New York, NY",4.1,-74.0063421,40.7346688
"935",935,2017-07-11,"Norma","New York, NY",7.8,-73.9799614,40.743523
"936",936,2017-07-10,"Rossetti's Pizza","New York, NY",6.2,-74.0024778,40.7273085
"937",937,2017-07-07,"Big Nick's Burger & Pizza Jo...","New York, NY",4.2,-73.9790728,40.7764537
"938",938,2017-07-06,"Cafe Fiorello","New York, NY",7.2,-73.9817721,40.7716149
"939",939,2017-06-28,"Angelo Bellini","New York, NY",5.7,-73.968488,40.757136
"940",940,2017-06-27,"Merilu Pizza Al Metro","New York, NY",8.2,-73.9880266,40.7652541
"941",941,2017-06-26,"Black Sheep Pizza - Minneapo...","Minneapolis, MN",8.3,-93.2758789,44.9871978
"942",942,2017-06-23,"F & M Slice Pizza","New York, NY",0.2,-95.7287127,37.2556461
"943",943,2017-06-22,"Yankee Pizza","New York City, NY",4.8,-73.977258,40.7267061
"944",944,2017-06-21,"Farinella Bakery Pizza","New York, NY",6.2,-73.959267,40.774736
"945",945,2017-06-20,"Capizzi","New York, NY",7.1,-73.9936447,40.7574821
"946",946,2017-06-19,"Patsy's Pizzeria","New York, NY",8.6,-73.9721923,40.7503604
"947",947,2017-06-16,"Pasta Lovers","New York, NY",4.8,-73.9829857,40.7599256
"948",948,2017-06-15,"Radio City Pizza","New York, NY",6.1,-73.9829873,40.7600622
"949",949,2017-06-14,"Saluggi's","New York, NY",8.2,-74.003582,40.720102
"950",950,2017-06-13,"Picciotto NYC","New York, NY",8.4,-73.9791144,40.7556406
"951",951,2017-06-12,"Borrelli's","East Meadow, NY",7.9,-73.5777947,40.7225442
"952",952,2017-06-09,"Saba's Pizza Upper East","New York, NY",8.4,-73.9572283,40.7770368
"953",953,2017-06-08,"Carve","New York, NY",4.1,-73.9873322,40.7602729
"954",954,2017-06-07,"Kesté Pizza & Vino","New York, NY",6.4,-74.0048911,40.7092474
"955",955,2017-06-06,"Claudio Pizzeria","New York, NY",6.4,-73.994657,40.760378
"956",956,2017-06-05,"Nizza","New York, NY",6.8,-73.9912338,40.759987
"957",957,2017-06-02,"Olio e Piú","New York, NY",5.2,-73.9997927,40.7337945
"958",958,2017-06-01,"Regina Pizzeria","Mashantucket, CT",6.4,-71.9598585,41.4719164
"959",959,2017-05-31,"Pecorino","New York, NY",7.4,-73.9682485,40.7549194
"960",960,2017-05-30,"Fiore's Pizza","New York, NY",7,-74.000013,40.7288479
"961",961,2017-05-26,"Intrepid Summer Movie Series","New York, NY",2.7,-73.9996076,40.7645266
"962",962,2017-05-25,"Muzzarella Pizza","New York, NY",6.6,-73.9807077,40.7302353
"963",963,2017-05-24,"Arturo's","New York, NY",7.9,-73.9477086,40.7754226
"964",964,2017-05-23,"Picasso Pizza","New York, NY",4.2,-74.0164692,40.7103852
"965",965,2017-05-22,"Baker's Pizza","New York, NY",7.3,-73.9812975,40.729432
"966",966,2017-05-17,"Sutton Pizzeria","New York, NY",6.3,-73.9601575,40.7618037
"967",967,2017-05-17,"Halftime Pizza","Boston, MA",9.2,-71.0615271,42.3650917
"968",968,2017-05-16,"John's of Times Square","New York, NY",8.4,-73.988342,40.7582366
"969",969,2017-05-15,"Pizza Park","New York, NY",4,-73.958677,40.764447
"970",970,2017-05-12,"Cafe Daniello's","New York, NY",8.1,-73.9653527,40.7587907
"971",971,2017-05-11,"Kiss My Slice","New York, NY",7.1,-73.990467,40.755706
"972",972,2017-05-09,"Sofia Pizza Shoppe","New York, NY",7.9,-73.9643508,40.7566759
"973",973,2017-05-04,"IPizzaNY","New York, NY",2.1,-73.9529069,40.8110984
"974",974,2017-05-03,"Uncle Mario's Brick Oven Piz...","New York, NY",7.1,-73.9891893,40.7634874
"975",975,2017-05-02,"Pranzo Pizza & Pasta","New York, NY",5.9,-74.0101127,40.7036301
"976",976,2017-05-01,"The Grotto Pizzeria & Ristor...","New York, NY",3.3,-122.7879292,42.2449778
"977",977,2017-04-28,"Neapolitan Express","New York, NY",8.1,-74.0097069,40.7068657
"978",978,2017-04-27,"Phil's Pizza","New York, NY",7.7,-74.0050011,40.7291474
"979",979,2017-04-26,"Snacks","Las Vegas, NV",5,-115.1764835,36.1132823
"980",980,2017-04-26,"Georgio Pizzeria","New York, NY",6.4,-74.0123134,40.7048238
"981",981,2017-04-25,"Da Vinci Pizza","New York, NY",2.5,-74.0100798,40.7035851
"982",982,2017-04-24,"Pizza Gaga","New York, NY",0.9,-73.9952486,40.7441545
"983",983,2017-04-21,"Adrienne's Pizzabar","New York, NY",4.8,-74.0100646,40.7042941
"984",984,2017-04-20,"Open Market","New York, NY",0.1,-74.010183,40.705309
"985",985,2017-04-19,"Santarpio's Pizza","Boston, MA",8.2,-71.035272,42.372665
"986",986,2017-04-18,"Cucina Bene","New York, NY",7.1,-74.010097,40.705987
"987",987,2017-04-17,"Underground Pizza","New York, NY",5.9,-74.0097251,40.7049516
"988",988,2017-04-14,"Justino's Pizzeria","New York, NY",7.4,-73.9886055,40.769565
"989",989,2017-04-12,"Highline Pizzeria","New York, NY",1.7,-74.0022306,40.7510941
"990",990,2017-04-11,"Luigi's Gourmet Grill","New York, NY",8.1,-73.983421,40.7655549
"991",991,2017-04-10,"Mariella Pizza","New York, NY",3.7,-73.96287,40.769162
"992",992,2017-04-08,"Pizza Hut","Augusta, GA",0,-82.0651084,33.424005
"993",993,2017-04-05,"Pizza Joint","Augusta, GA",6.6,-81.9733944,33.4786389
"994",994,2017-04-03,"Rose's Pizza","New York, NY",8.1,-73.9907092,40.7504175
"995",995,2017-03-31,"Coppola's East","New York, NY",4.2,-73.981536,40.741651
"996",996,2017-03-29,"Patrizia's Pizza and Pasta","New York, NY",7.9,-73.9791031,40.7399139
"997",997,2017-03-27,"XS Nightclub","Las Vegas, NV",7.8,-115.1648303,36.1271069
"998",998,2017-03-23,"Secret Pizza","Las Vegas, NV",3.4,-115.174212,36.109837
"999",999,2017-03-21,"Slice","New York, NY",6.2,-73.9952266,40.7501505
"1000",1000,2017-03-20,"Previti Pizza","New York, NY",4.9,-73.9767973,40.7510051
"1001",1001,2017-03-17,"Aperitivo Pizza Bar","New York, NY",6.8,-73.9717568,40.7643025
"1002",1002,2017-03-15,"Don Giovanni Ristorante","New York, NY",4.6,-74.0041983,40.7473192
"1003",1003,2017-03-14,"Champion Pizza","New York, NY",8.1,-73.9939151,40.7359258
"1004",1004,2017-03-13,"Pisa Pizza","New York, NY",8.1,-73.8881489,40.7011542
"1005",1005,2017-03-09,"Brunetti Pizza","New York, NY",8.2,-74.005377,40.738268
"1006",1006,2017-03-08,"Grimaldi's Pizzeria","Brooklyn, NY",8,-73.99324,40.702583
"1007",1007,2017-03-07,"Pizza Mercato","New York, NY",2.1,-73.994077,40.730149
"1008",1008,2017-03-06,"Juliana's","Brooklyn, NY",6.9,-73.9934349,40.7027467
"1009",1009,2017-03-03,"Fox's Pizza Den","Charleston, WV",1.2,-81.6200561,38.3469696
"1010",1010,2017-03-02,"Ignazio's","Brooklyn, NY",8.7,-73.99372,40.7031647
"1011",1011,2017-03-01,"L & B Spumoni Gardens","Brooklyn, NY",7.4,-95.7066854,37.2244638
"1012",1012,2017-02-28,"Di Fara Pizza","Brooklyn, NY",9.4,-73.9615228,40.6250267
"1013",1013,2017-02-27,"Belmora Pizza & Restaurant","New York, NY",6.4,-73.9687267,40.7610107
"1014",1014,2017-02-23,"Pizza By Certé","New York, NY",6.6,-73.9769,40.763068
"1015",1015,2017-02-22,"My Pie Pizzeria Romana","New York, NY",4.3,-73.969433,40.7607988
"1016",1016,2017-02-15,"Pizza Da Solo","New York, NY",7.8,-73.9639584,40.6251617
"1017",1017,2017-02-14,"Teresa's Brick Oven Pizza & ...","New York, NY",7.3,-73.9784469,40.7600364
"1018",1018,2017-02-13,"Royal Pizza","New York, NY",7.5,-73.9082097,40.6997929
"1019",1019,2017-02-09,"Harry's Italian Pizza Bar","New York, NY",7.3,-73.978999,40.7591038
"1020",1020,2017-02-08,"Kiss My Slice","New York, NY",6.3,-73.990467,40.755706
"1021",1021,2017-01-27,"Sparky's Pizzeria and Grill","Jackson, TN",7.2,-88.779541,35.6735839
"1022",1022,2017-01-26,"D Napoli Pizza","New York, NY",5.2,-73.9689889,40.7588395
"1023",1023,2017-01-24,"Cassiano's","New York, NY",6.6,-73.9682991,40.7595501
"1024",1024,2017-01-23,"Uncle Paul's Pizza","New York, NY",5.1,-73.9768744,40.7546824
"1025",1025,2017-01-20,"Gotham Pizza","New York, NY",6.9,-74.003031,40.7438893
"1026",1026,2017-01-19,"Luigi's Pizza","New York, NY",8.4,-73.993388,40.661655
"1027",1027,2017-01-18,"Giuseppe's Pizza","New York, NY",6.2,-73.97701,40.749681
"1028",1028,2017-01-17,"Pazza Notte","New York, NY",4.8,-73.9780919,40.7634758
"1029",1029,2017-01-16,"Angelo's Coal Oven Pizzeria","New York, NY",9.3,-73.9779745,40.7648918
"1030",1030,2017-01-13,"Bella Vita Pizzeria","New York, NY",5.8,-73.9974059,40.7197962
"1031",1031,2017-01-12,"PizzArte","New York, NY",8.1,-73.9774359,40.7629224
"1032",1032,2017-01-11,"Pizzeria Trentatre","New York, NY",6.4,-73.9829774,40.7470305
"1033",1033,2017-01-10,"Little Gio's Pizza","New York, NY",5.9,-73.9877977,40.7236891
"1034",1034,2017-01-09,"Rosario's Pizza","New York, NY",5.1,-73.9886102,40.7215687
"1035",1035,2017-01-06,"Proto's Pizza","New York, NY",7.2,-73.98979,40.725388
"1036",1036,2017-01-05,"Pizza Italia","New York, NY",4.2,-74.0014347,40.7419164
"1037",1037,2017-01-04,"Joe's Pizza","New York, NY",7.8,-73.9869994,40.7546287
"1038",1038,2017-01-03,"Café Muse","New York, NY",0,-73.9874778,40.7481797
"1039",1039,2016-12-22,"Mike's Pizza","New York, NY",7.7,-73.9806841,40.7385388
"1040",1040,2016-12-21,"Prince Street Pizza","New York, NY",8.6,-73.994528,40.723084
"1041",1041,2016-12-20,"Nick's Pizza Bar","New York, NY",6.9,-73.9813576,40.7409433
"1042",1042,2016-12-19,"La Bellezza","New York, NY",7.8,-73.9721884,40.7557037
"1043",1043,2016-12-16,"Denino's Greenwich Village","New York, NY",9,-74.0011852,40.7294021
"1044",1044,2016-12-15,"Rocky's Number II","New York, NY",2.8,-73.976391,40.744398
"1045",1045,2016-12-14,"Garlic New York Pizza Bar","New York, NY",6.8,-73.9758937,40.7451736
"1046",1046,2016-12-13,"Pronto Pizza","New York, NY",4.2,-73.980715,40.758128
"1047",1047,2016-12-12,"Artichoke Basille's Pizza","New York, NY",7.9,-73.9838333,40.7321667
"1048",1048,2016-12-09,"Gaslight Pizzeria","New York, NY",4.9,-74.0058274,40.7407631
"1049",1049,2016-12-08,"Stella's Pizza","New York, NY",6.2,-74.0036724,40.7429592
"1050",1050,2016-12-07,"Filaga Pizzeria Siciliana","New York, NY",7.4,-74.0056736,40.7421603
"1051",1051,2016-12-06,"Abitino's Pizzeria","New York, NY",5.8,-73.9737426,40.7482297
"1052",1052,2016-12-05,"Lombardi's Pizza","New York, NY",6.2,-73.9956856,40.7215781
"1053",1053,2016-12-01,"Famous Original Ray's Pizza","New York, NY",6.2,-73.9742563,40.7842012
"1054",1054,2016-11-30,"Cavallo's Pizzeria","New York, NY",7.4,-75.288236,43.073549
"1055",1055,2016-11-29,"Obicà Mozzarella Bar Pizza e...","New York, NY",6.8,-73.9732377,40.7619958
"1056",1056,2016-11-28,"Florian","New York, NY",7.4,-73.9882716,40.7372942
"1057",1057,2016-11-28,"Lunetta Pizza & Restaurant","New York, NY",8.1,-73.984165,40.73694
"1058",1058,2016-11-18,"99 Cent Best & Fresh Pizza","New York, NY",4.8,-117.0648728,32.6057866
"1059",1059,2016-11-17,"Dirty Water Dough","Boston, MA",7.1,-71.0811111,42.3497997
"1060",1060,2016-11-16,"Ribalta Pizza","New York, NY",3.2,-73.9915722,40.7332889
"1061",1061,2016-11-15,"Pie By The Pound","New York, NY",7.6,-73.9902141,40.7330887
"1062",1062,2016-11-14,"Blaze Pizza","Los Angeles, CA",0,-118.26686,34.04302
"1063",1063,2016-11-11,"Ciro's Pizzeria & Beerhouse","San Diego, CA",7.4,-116.2346756,33.7138808
"1064",1064,2016-11-09,"John's of Bleecker Street","New York, NY",9.3,-74.0034468,40.7316187
"1065",1065,2016-11-08,"Libretto's Pizzeria","New York, NY",3.9,-73.977338,40.7473317
"1066",1066,2016-11-08,"Brick Oven Pizza 33","New York, NY",8.2,-73.978312,40.745077
"1067",1067,2016-11-07,"Manhattan Pizzeria","Manhattan Beach, CA",5.4,-118.4111081,33.8847386
"1068",1068,2016-11-06,"Vinny Vincenz","New York, NY",8.4,-74.0059728,40.7127753
"1069",1069,2016-11-06,"Iggy's Pizzeria","New York, NY",6.2,-73.9843542,40.7292592
"1070",1070,2016-11-06,"East Village Pizza","New York, NY",8,-73.9852046,40.7282079
"1071",1071,2016-11-04,"Bleecker Street Pizza","New York, NY",6.9,-74.0034014,40.732198
"1072",1072,2016-11-03,"Two Boots West Village","New York, NY",6.6,-74.0028038,40.7331487
"1073",1073,2016-11-03,"Rivoli Pizza","New York, NY",7.8,-74.0017026,40.7359906
"1074",1074,2016-11-02,"Rocky's Pizza 14th St","New York, NY",1.4,-74.0031278,40.7398083
"1075",1075,2016-10-31,"Grimaldi's","New York, NY",7.9,-73.99324,40.702583
"1076",1076,2016-10-28,"J's Pizza","New York, NY",6.8,-73.9989661,40.7398568
"1077",1077,2016-10-27,"Pick & Pay Gyro & Pizza","New York, NY",1.2,-94.6400316,39.0767253
"1078",1078,2016-10-26,"Dough Boys","New York, NY",4.8,-73.9792757,40.7438563
"1079",1079,2016-10-25,"Pastafina Pizza","New York, NY",7.9,-73.9817533,40.7404479
"1080",1080,2016-10-24,"Rosa's Pizza","New York, NY",4.8,-73.895632,40.726969
"1081",1081,2016-10-24,"Otto Enoteca Pizzeria","New York, NY",5.4,-73.996223,40.731991
"1082",1082,2016-10-20,"DJ Pizza","New York, NY",6.8,-73.9800133,40.7464032
"1083",1083,2016-10-19,"Famous Famiglia Pizzeria","New York, NY",7.4,-73.9538813,40.7878813
"1084",1084,2016-10-14,"Lazzara's Pizza","New York, NY",9.3,-73.989521,40.754012
"1085",1085,2016-10-12,"Pizza Paradise","New York, NY",7.8,-74.3809008,41.7305765
"1086",1086,2016-10-11,"Frank's Pizza","New York, NY",3.8,-73.979347,40.7360793
"1087",1087,2016-10-10,"Dante's Inferno","Cleveland, OH",0,-81.7065004,41.4997882
"1088",1088,2016-10-10,"Catfish Biff's Pizza & Subs","Columbus, OH",1.2,-83.0093992,39.9951723
"1089",1089,2016-10-05,"PN Wood Fired Pizza","New York, NY",6.8,-73.9877826,40.7447962
"1090",1090,2016-10-04,"Rocco's Pizza","New York, NY",8.2,-74.000708,40.741757
"1091",1091,2016-10-03,"La Pizza & La Pasta at Eatal...","New York, NY",8,-95.9036456,36.0767584
"1092",1092,2016-09-27,"Roberta's","Brooklyn, NY",8,-73.933573,40.7050585
"1093",1093,2016-09-26,"Don Pepi Pizza","New York, NY",3.9,-73.9903767,40.7501985
"1094",1094,2016-09-19,"Tappo","New York, NY",7.3,-73.9915498,40.7433752
"1095",1095,2016-09-16,"Cafe Rustico II","New York, NY",6.2,-73.9820765,40.7471866
"1096",1096,2016-09-15,"Chelsea Pizza 23","New York, NY",5.9,-73.9993382,40.7454027
"1097",1097,2016-09-13,"Bella Napoli","New York, NY",8.5,-73.9944725,40.7554594
"1098",1098,2016-09-12,"Waldy's Wood Fired Pizza & P...","New York, NY",7.8,-73.990539,40.745558
"1099",1099,2016-09-08,"Empire Pizza","New York, NY",7.2,-73.9858924,40.7471051
"1100",1100,2016-09-07,"2 Bros Pizza","New York, NY",5.9,-73.9802897,40.7566892
"1101",1101,2016-09-06,"Broadway Pizza","New York, NY",6.4,-73.9290553,40.6933327
"1102",1102,2016-07-18,"Pi Pizzeria","Nantucket, MA",8.6,-70.0909503,41.2721261
"1103",1103,2016-06-04,"NY Pizza Suprema","New York, NY",8.2,-73.9952266,40.7501505
"1104",1104,2016-03-26,"Home Slice Pizza","Austin, TX",5.8,-97.749518,30.249222
"1105",1105,2016-02-04,"Acquolina","San Francisco, CA",7.8,-122.4090769,37.8006205
"1106",1106,2015-12-22,"Frank Pepe Pizzeria Napoleta...","Chestnut Hill, MA",9.4,-71.176165,42.321761
"1107",1107,2015-09-21,"Imperial Pizza","Buffalo, NY",6.8,-78.8072441,42.8359822
"1108",1108,2015-08-21,"Monte's Restaurant","Lynn, MA",10,-70.9254113,42.4720869
"1109",1109,2014-04-21,"Poopsie's","Pembroke, MA",7.6,-70.7610767,42.106809
"1110",1110,2013-09-05,"Pope's Italian Restaurant","Saratoga Springs, NY",8.2,-73.8005208,43.0795633
"1111",1111,2013-07-15,"Steamboat Wharf Pizza","Nantucket, MA",8,-70.0982081,41.285372
"1112",1112,2013-06-12,"Rosie's Pizzeria","Braintree, MA",9.2,-71.0212464,42.1985642
"1113",1113,2013-06-04,"Pushcart Pizzeria","Boston, MA",5.8,-71.0553969,42.3645242
"1114",1114,2013-04-09,"Bianchi's Pizza","Revere, MA",8.2,-70.9847372,42.4224465
"1115",1115,2013-04-03,"Tony's Place","West Roxbury, MA",8.5,-71.1672399,42.2760103
"1116",1116,2013-04-02,"Cape Cod Cafe","Brockton, MA",8.5,-71.0165436,42.0660726
"1117",1117,2013-03-14,"Lynwood Cafe","Randolph, MA",8,-71.0306641,42.1521674
"1118",1118,2013-03-13,"Town Spa Pizza","Stoughton, MA",9,-71.101076,42.114947
